holiday,workingday,temp,atemp,humidity,windspeed,casual,registered,hour,weekday,month,W1,W2,W3,autumn,spring,summer,winter,CountClass
0,1,25.42,28.03,88,7.0015,28,781,8,3,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
0,0,26.24,31.06,47,12.998,139,296,10,6,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,1,29.52,34.09,66,6.0032,61,175,10,3,8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,27.88,31.82,83,12.998,0,5,4,2,8,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,13.12,15.15,57,19.9995,14,67,11,5,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,18.04,21.97,88,6.0032,18,81,23,4,10,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0,4.92,9.85,50,0.0,0,3,3,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,21.32,25.0,55,8.9981,43,159,22,3,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1,5.74,6.82,59,12.998,1,37,21,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0,37.72,42.425,35,19.9995,155,299,15,3,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0,34.44,35.605,20,19.9995,218,337,15,6,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,0,14.76,17.425,81,15.0013,7,46,10,7,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,17.22,21.21,88,8.9981,7,333,19,1,12,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
0,1,37.72,43.94,40,16.9979,44,111,14,3,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,22.14,25.76,100,7.0015,2,5,4,4,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,27.06,29.545,94,0.0,4,37,5,4,8,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,16.4,20.455,94,16.9979,8,31,23,2,4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,4.92,9.85,54,0.0,6,204,9,4,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1,5.74,7.575,63,8.9981,0,1,2,2,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,35.26,40.15,47,16.9979,61,176,15,1,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,15.58,19.695,71,15.0013,6,87,6,5,9,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,30.34,32.575,35,16.9979,51,172,12,4,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,22.96,26.515,64,19.9995,13,48,23,1,11,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,22.14,25.76,88,15.0013,8,15,0,3,5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,32.8,34.85,29,12.998,38,127,15,1,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,21.32,25.0,88,11.0014,56,142,15,5,5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0,1,22.14,25.76,64,12.998,19,88,14,2,4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,26.24,29.545,78,0.0,1,4,3,3,8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,10.66,11.365,70,22.0028,0,12,0,2,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,25.42,31.06,46,12.998,19,174,9,2,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,0,18.86,22.725,38,26.0027,167,187,12,7,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,0,15.58,19.695,46,8.9981,36,172,18,6,11,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,1,12.3,13.635,65,22.0028,12,294,7,4,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1,0,33.62,37.88,46,8.9981,164,321,11,3,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,15.58,19.695,94,7.0015,0,4,3,1,12,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,32.8,34.09,24,16.9979,98,324,18,5,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0,13.12,15.15,61,19.9995,14,41,22,6,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,27.88,31.82,89,7.0015,8,11,4,7,7,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,26.24,29.545,78,8.9981,8,20,0,1,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,18.04,21.97,62,19.9995,1,4,5,6,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,9.02,10.605,69,15.0013,0,5,5,3,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,25.42,29.545,73,8.9981,14,38,7,6,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,20.5,24.24,68,0.0,22,144,21,5,10,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,23.78,27.275,83,0.0,2,2,3,2,9,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,18.86,22.725,31,0.0,89,202,13,4,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1,0,11.48,13.635,36,16.9979,41,161,12,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0,17.22,21.21,82,8.9981,7,44,23,7,12,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,16.4,20.455,43,15.0013,17,137,21,5,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,29.52,34.85,74,12.998,16,97,23,1,8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,28.7,33.335,79,15.0013,4,137,6,1,8,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,6.56,9.09,59,7.0015,0,2,1,2,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,14.76,17.425,81,15.0013,5,123,17,5,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,1,22.96,26.515,52,8.9981,42,135,23,4,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0,32.8,36.365,46,0.0,235,173,14,1,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,25.42,27.275,94,23.9994,2,5,4,2,9,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,14.76,17.425,34,8.9981,40,240,15,4,12,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,1,27.06,31.06,57,7.0015,75,812,18,4,10,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,1,24.6,31.06,46,27.9993,73,210,12,3,4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0,1,31.16,34.85,52,12.998,20,548,8,1,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0,29.52,34.09,62,8.9981,134,270,11,6,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,1,25.42,27.275,94,12.998,3,21,23,3,9,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,0,22.14,25.76,60,11.0014,27,142,0,7,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,13.94,17.425,87,6.0032,5,22,7,7,12,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,10.66,12.88,38,15.0013,28,144,18,6,12,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0,30.34,34.85,70,11.0014,145,212,14,1,9,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0,31.98,37.88,65,15.0013,61,217,9,6,8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,0,27.06,30.305,78,6.0032,8,4,4,1,7,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,24.6,31.06,53,12.998,94,688,18,3,6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0,0,22.14,25.76,45,16.9979,121,226,10,7,10,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,1,9.02,12.88,93,6.0032,0,32,6,3,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,26.24,31.06,38,19.9995,259,388,14,6,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,0,14.76,18.18,100,6.0032,3,7,7,7,4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,22.96,26.515,37,19.0012,20,131,21,1,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,32.8,37.88,55,11.0014,79,453,17,2,8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,12.3,16.665,87,0.0,2,8,1,3,11,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,31.98,37.12,59,19.9995,41,167,9,1,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,20.5,24.24,31,22.0028,74,150,14,4,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,1,27.06,31.06,74,7.0015,1,10,3,3,8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,4.92,5.305,36,26.0027,1,33,22,6,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,29.52,32.575,37,15.0013,264,309,14,6,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,0,15.58,19.695,50,6.0032,89,364,12,6,12,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,1,7.38,6.06,34,43.9989,5,68,13,2,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,10.66,15.15,41,0.0,9,42,21,6,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,18.86,22.725,88,0.0,2,6,2,3,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,22.96,26.515,60,8.9981,162,214,13,7,9,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,33.62,34.85,21,12.998,99,362,17,5,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0,27.88,31.82,79,23.9994,150,208,15,6,8,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0,0,34.44,40.15,53,19.9995,195,219,16,7,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0,23.78,27.275,78,12.998,67,150,22,6,5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0,1,22.14,25.76,34,19.9995,60,586,18,1,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,1,13.94,17.425,66,7.0015,10,352,17,5,12,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,1,30.34,33.335,48,0.0,78,190,10,5,7,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0,14.76,16.665,71,16.9979,16,54,11,7,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,14.76,18.18,100,6.0032,3,48,23,7,12,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,0,23.78,27.275,68,15.0013,27,143,8,7,9,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,18.86,22.725,51,11.0014,105,209,13,7,11,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,1,12.3,15.15,93,11.0014,0,1,4,3,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,23.78,27.275,56,22.0028,36,273,16,2,10,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,0,30.34,34.85,70,19.0012,32,121,0,7,8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,18.86,22.725,51,19.9995,18,49,23,7,11,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,29.52,33.335,58,22.0028,63,231,13,4,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
0,0,32.8,35.605,36,0.0,103,168,10,6,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0,32.8,38.635,59,7.0015,1,34,3,7,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,12.3,14.395,93,16.9979,0,8,0,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,0,9.84,11.365,93,12.998,4,73,20,6,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,0,15.58,19.695,76,11.0014,34,128,19,7,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0,21.32,25.0,83,8.9981,20,367,7,1,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,1,18.86,22.725,88,8.9981,0,20,5,3,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,16.4,20.455,82,8.9981,2,11,1,1,12,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,21.32,25.0,72,6.0032,0,17,5,2,5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,5.74,6.06,59,19.0012,4,81,6,2,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,22.96,26.515,73,16.9979,12,28,0,1,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,27.88,31.82,47,6.0032,44,96,23,5,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,19.68,23.485,88,11.0014,0,18,5,4,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,33.62,41.665,63,12.998,32,120,8,6,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0,22.96,26.515,88,6.0032,22,104,22,1,10,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,17.22,21.21,77,11.0014,13,170,13,4,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,26.24,31.06,36,11.0014,110,767,18,2,9,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,29.52,33.335,54,7.0015,41,296,9,4,8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,12.3,14.395,61,19.0012,13,143,9,5,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,17.22,21.21,94,7.0015,63,155,8,6,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1,13.12,16.665,53,8.9981,16,95,14,1,12,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,13.12,16.665,49,7.0015,0,2,5,7,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,12.3,15.15,70,11.0014,2,120,6,5,11,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,20.5,24.24,77,6.0032,0,7,3,1,9,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,24.6,30.305,60,0.0,53,124,13,1,9,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,4.92,7.575,54,7.0015,0,4,3,4,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,30.34,34.85,70,11.0014,64,598,19,3,9,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,22.96,26.515,88,7.0015,1,5,3,3,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,24.6,31.06,46,6.0032,139,243,12,7,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,1,27.88,31.82,54,12.998,31,176,9,5,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0,18.04,21.97,62,8.9981,45,140,22,6,10,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,7.38,8.335,40,16.9979,2,67,13,3,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,27.06,29.545,89,19.0012,56,625,17,2,6,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0,1,26.24,28.79,89,8.9981,17,168,6,3,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,17.22,21.21,50,8.9981,4,7,2,4,10,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,30.34,34.85,70,0.0,226,263,11,7,9,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0,13.12,16.665,81,6.0032,119,327,12,6,12,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
0,0,26.24,28.79,89,12.998,3,22,7,7,7,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,30.34,34.09,58,7.0015,119,231,13,7,9,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,13.94,16.665,87,12.998,2,96,18,3,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,1,22.14,25.76,19,22.0028,27,112,16,3,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,16.4,20.455,66,19.0012,0,1,4,5,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,1,13.94,17.425,61,7.0015,20,170,21,2,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,26.24,29.545,78,11.0014,45,200,21,2,9,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,24.6,31.06,56,16.9979,0,40,5,4,6,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,21.32,25.0,100,8.9981,4,38,7,7,5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,12.3,14.395,56,15.0013,35,261,16,7,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0,16.4,20.455,37,22.0028,27,45,22,6,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,27.06,30.305,83,7.0015,30,132,8,6,8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,10.66,14.395,70,6.0032,0,2,3,4,11,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,24.6,31.06,31,26.0027,84,648,17,4,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1,0,11.48,12.88,52,22.0028,3,46,21,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,13.94,17.425,87,6.0032,7,43,23,7,11,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,9.84,12.12,75,11.0014,5,12,2,6,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,32.8,37.12,49,19.9995,248,290,14,6,8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,13.94,14.395,42,35.0008,17,267,9,5,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0,23.78,27.275,49,19.0012,106,245,17,7,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0,1,26.24,30.305,65,16.9979,50,514,8,5,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
