holiday,workingday,temp,atemp,humidity,windspeed,casual,registered,count,date,hour,weekday,month,W1,W2,W3,autumn,spring,summer,winter
0,1,31.98,37.12,62,8.9981,125,743,868,2012-08-07,17,2,8,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,1,22.14,25.76,88,16.9979,5,107,112,2011-10-12,06,3,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,1,29.52,32.575,39,15.0013,31,166,197,2011-08-11,09,4,8,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,20.5,24.24,77,7.0015,29,231,260,2011-10-06,20,4,10,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,22.14,25.76,94,0.0,0,4,4,2011-10-13,02,4,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,1,25.42,29.545,73,7.0015,4,28,32,2011-09-02,01,5,9,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,1,25.42,31.06,41,11.0014,65,155,220,2012-03-14,11,3,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,1,4.92,7.575,54,8.9981,0,28,28,2011-01-13,06,4,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,31.16,36.365,66,19.0012,104,165,269,2012-08-04,22,6,8,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,10.66,15.15,65,0.0,0,1,1,2012-02-08,02,3,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,21.32,25.0,77,0.0,120,217,337,2011-10-08,10,6,10,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,25.42,25.76,100,16.9979,4,65,69,2011-09-08,09,4,9,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,1,6.56,6.82,55,22.0028,0,57,57,2011-01-12,21,3,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,17.22,21.21,77,7.0015,6,72,78,2012-02-02,10,4,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,1,27.88,31.82,89,12.998,0,6,6,2011-06-01,03,3,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,29.52,33.335,48,8.9981,94,273,367,2012-09-14,15,5,9,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,0,22.96,26.515,73,12.998,55,148,203,2012-05-06,21,7,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,18.86,22.725,55,16.9979,9,64,73,2011-10-15,01,6,10,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,22.14,25.76,52,26.0027,52,181,233,2011-10-16,19,7,10,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,18.86,22.725,77,6.0032,52,208,260,2012-03-16,13,5,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,1,14.76,18.18,81,7.0015,15,449,464,2012-10-17,07,3,10,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,18.04,21.97,62,32.9975,12,120,132,2012-01-17,14,2,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,22.14,25.76,83,19.0012,29,64,93,2012-05-06,02,7,5,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,1,13.94,18.18,93,0.0,22,197,219,2011-11-09,09,3,11,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,17.22,21.21,82,11.0014,0,5,5,2011-11-17,01,4,11,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0,10.66,13.635,87,8.9981,5,75,80,2012-02-04,19,6,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,1,13.94,17.425,23,7.0015,10,125,135,2012-02-13,14,1,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,33.62,39.395,56,11.0014,29,112,141,2011-07-19,10,2,7,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,1,13.94,15.15,61,19.9995,16,708,724,2012-12-11,08,2,12,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,1,21.32,25.0,83,0.0,3,54,57,2012-09-13,05,4,9,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,16.4,20.455,35,16.9979,7,144,151,2011-12-13,15,2,12,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,12.3,15.91,81,6.0032,8,68,76,2012-11-10,01,6,11,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,14.76,18.18,100,7.0015,10,86,96,2012-12-09,21,7,12,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,1,10.66,10.605,33,39.0007,15,123,138,2012-01-13,15,5,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,21.32,25.0,77,0.0,13,110,123,2012-06-06,23,3,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,26.24,31.06,33,6.0032,60,187,247,2012-09-11,11,2,9,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,16.4,20.455,50,15.0013,35,274,309,2012-12-15,17,6,12,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,26.24,31.06,38,46.0022,24,161,185,2012-03-08,15,4,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,21.32,25.0,45,15.0013,21,130,151,2011-11-09,15,3,11,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,28.7,33.335,84,0.0,2,16,18,2012-09-06,01,4,9,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,1,8.2,8.335,27,31.0009,1,2,3,2011-03-03,02,4,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,20.5,24.24,63,15.0013,38,693,731,2012-12-04,18,2,12,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,19.68,23.485,59,0.0,8,32,40,2011-05-07,07,6,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,16.4,20.455,82,12.998,5,6,11,2012-10-14,05,7,10,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,27.88,31.82,89,8.9981,2,7,9,2012-07-15,05,7,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,6.56,9.09,55,7.0015,0,5,5,2011-01-04,00,2,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,16.4,20.455,30,12.998,19,65,84,2012-04-08,08,7,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0,30.34,34.85,70,15.0013,168,281,449,2012-09-03,15,1,9,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,22.96,26.515,60,11.0014,0,5,5,2012-06-04,03,1,6,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,1,22.14,25.76,77,12.998,0,9,9,2012-06-18,04,1,6,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,1,26.24,30.305,65,16.9979,15,111,126,2011-09-01,23,4,9,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,24.6,28.79,78,22.0028,19,70,89,2012-05-04,00,5,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,15.58,19.695,54,23.9994,52,265,317,2012-04-02,09,1,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,13.94,15.15,31,26.0027,32,64,96,2011-03-07,15,1,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,28.7,32.575,70,16.9979,42,178,220,2011-08-01,21,1,8,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,11.48,14.395,61,8.9981,13,272,285,2012-12-12,09,3,12,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,1,9.84,12.88,70,7.0015,4,56,60,2012-01-05,23,4,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,20.5,24.24,59,7.0015,4,16,20,2011-05-11,01,3,5,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,1,13.12,16.665,76,7.0015,0,13,13,2011-03-17,05,4,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,10.66,12.12,56,16.9979,5,95,100,2011-12-17,09,6,12,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,1,22.14,25.76,45,15.0013,37,210,247,2012-05-07,21,1,5,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,0,20.5,24.24,25,19.0012,195,209,404,2012-04-08,11,7,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,22.14,25.76,39,19.0012,79,367,446,2012-10-16,16,2,10,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,13.94,18.18,87,0.0,8,281,289,2012-02-16,17,4,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,1,13.94,17.425,87,7.0015,2,6,8,2011-10-03,04,1,10,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,24.6,31.06,40,0.0,49,209,258,2012-05-18,21,5,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0,7.38,9.09,59,12.998,2,58,60,2011-01-17,19,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,1,15.58,19.695,46,19.0012,29,160,189,2011-12-09,15,5,12,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,30.34,33.335,42,16.9979,104,483,587,2011-07-15,17,5,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,25.42,29.545,78,19.0012,33,118,151,2012-07-14,08,6,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,25.42,29.545,73,7.0015,35,238,273,2012-06-18,21,1,6,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,1,25.42,25.76,100,22.0028,1,51,52,2011-09-08,19,4,9,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,0,22.96,26.515,88,15.0013,88,216,304,2011-05-14,18,6,5,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,1,20.5,24.24,63,15.0013,0,3,3,2011-05-11,03,3,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,17.22,21.21,82,8.9981,10,76,86,2011-05-07,00,6,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0,18.04,21.97,88,7.0015,60,337,397,2012-11-12,09,1,11,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,7.38,12.12,55,0.0,3,13,16,2011-01-08,02,6,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,1,24.6,29.545,73,6.0032,3,2,5,2011-06-07,02,2,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,22.96,26.515,88,8.9981,1,27,28,2012-05-09,05,3,5,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,0,6.56,7.575,47,15.0013,3,30,33,2011-01-17,08,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0,9.84,12.88,65,7.0015,1,10,11,2011-12-03,06,6,12,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,15.58,19.695,82,0.0,7,171,178,2012-10-17,06,3,10,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,20.5,24.24,100,7.0015,0,3,3,2011-10-19,05,3,10,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,26.24,31.06,57,11.0014,1,4,5,2011-08-11,04,4,8,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,25.42,29.545,78,12.998,17,321,338,2011-09-15,07,4,9,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,1,25.42,28.79,83,16.9979,20,109,129,2012-09-17,22,1,9,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,1,11.48,13.635,65,15.0013,0,4,4,2011-12-08,02,4,12,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,14.76,16.665,66,19.9995,20,73,93,2011-01-02,12,7,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,1,13.94,17.425,49,7.0015,8,155,163,2012-02-03,20,5,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,29.52,34.09,66,16.9979,19,53,72,2011-07-10,23,7,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,24.6,31.06,53,8.9981,7,7,14,2011-04-12,02,2,4,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,1,30.34,34.09,58,8.9981,61,205,266,2012-07-09,12,1,7,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,0,17.22,21.21,94,23.9994,1,1,2,2011-03-06,06,7,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,1,22.96,26.515,52,8.9981,60,341,401,2011-05-11,19,3,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,15.58,19.695,50,16.9979,3,123,126,2012-03-01,22,4,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,14.76,18.18,57,6.0032,6,138,144,2011-12-14,12,3,12,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,0,12.3,14.395,49,16.9979,0,13,13,2011-11-11,05,5,11,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,13.12,15.15,66,15.0013,21,78,99,2011-03-12,10,6,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,26.24,29.545,78,8.9981,1,36,37,2012-06-11,05,1,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,17.22,21.21,58,12.998,33,586,619,2012-11-19,17,1,11,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,1,16.4,20.455,40,7.0015,13,372,385,2012-01-10,18,2,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,6.56,8.335,50,11.0014,1,73,74,2011-01-10,20,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,30.34,32.575,33,15.0013,193,258,451,2011-06-04,14,6,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,9.02,12.88,80,6.0032,0,23,23,2011-12-02,05,5,12,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,16.4,20.455,71,0.0,17,187,204,2011-11-07,20,1,11,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,20.5,24.24,68,0.0,4,7,11,2012-06-06,02,3,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,16.4,20.455,40,23.9994,28,356,384,2012-04-11,19,3,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,14.76,17.425,76,11.0014,13,49,62,2012-04-01,01,7,4,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,1,18.04,21.97,77,0.0,18,201,219,2011-11-09,20,3,11,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,33.62,38.635,52,8.9981,50,283,333,2012-07-17,21,2,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,22.14,25.76,83,16.9979,4,7,11,2012-10-06,04,6,10,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,22.14,25.76,77,12.998,38,245,283,2012-10-18,21,4,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,1,7.38,8.335,51,16.9979,0,3,3,2012-01-03,02,2,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,13.12,14.395,53,23.9994,19,142,161,2012-11-07,14,3,11,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0,14.76,17.425,93,8.9981,12,68,80,2012-10-07,23,7,10,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,25.42,31.06,53,23.9994,96,236,332,2012-10-18,13,4,10,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,13.94,15.91,49,16.9979,10,36,46,2012-11-03,02,6,11,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0,15.58,19.695,82,22.0028,30,102,132,2011-10-01,11,6,10,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0,22.96,26.515,52,0.0,82,197,279,2012-09-15,22,6,9,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,24.6,31.06,53,15.0013,26,60,86,2011-03-18,23,5,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,1,13.12,17.425,93,0.0,2,4,6,2011-11-07,04,1,11,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,25.42,31.06,50,19.9995,40,234,274,2011-05-11,18,3,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,18.86,22.725,36,12.998,235,435,670,2012-10-13,13,6,10,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,8.2,8.335,40,27.9993,4,47,51,2011-02-03,13,4,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,20.5,24.24,42,12.998,13,70,83,2011-04-17,21,7,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,8.2,11.365,59,6.0032,3,60,63,2011-01-11,14,2,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,1,19.68,23.485,82,6.0032,31,377,408,2012-03-16,18,5,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,1,24.6,28.79,78,7.0015,15,33,48,2012-05-04,01,5,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,21.32,25.0,42,11.0014,25,111,136,2012-05-12,00,6,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,22.14,25.76,49,19.0012,54,164,218,2011-05-07,09,6,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,22.96,26.515,88,30.0026,0,1,1,2012-05-09,02,3,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,1,15.58,19.695,66,0.0,11,182,193,2011-04-14,07,4,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,28.7,32.575,54,19.0012,91,499,590,2012-05-16,19,3,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,5.74,5.305,39,26.0027,0,46,46,2012-02-11,22,6,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0,29.52,35.605,84,15.0013,109,203,312,2012-07-15,19,7,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,22.96,26.515,40,31.0009,35,509,544,2012-03-07,18,3,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,13.94,16.665,66,11.0014,9,145,154,2011-12-14,21,3,12,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0,17.22,21.21,71,19.0012,41,154,195,2011-10-01,15,6,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,1,31.16,34.85,55,16.9979,67,188,255,2012-07-09,13,1,7,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,0,10.66,12.88,60,15.0013,20,70,90,2012-03-11,09,7,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,33.62,34.85,24,19.0012,236,349,585,2012-06-09,13,6,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,28.7,31.82,39,0.0,0,6,6,2011-06-02,02,4,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,18.86,22.725,88,15.0013,0,7,7,2011-12-06,04,2,12,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0,27.06,31.06,69,7.0015,33,125,158,2012-06-10,00,7,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,22.14,25.76,94,8.9981,1,5,6,2011-06-17,04,5,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,17.22,21.21,67,23.9994,18,149,167,2011-11-10,12,4,11,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,1,16.4,20.455,66,6.0032,12,141,153,2011-10-03,09,1,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,1,18.86,22.725,88,7.0015,19,109,128,2011-11-15,22,2,11,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,1,26.24,31.06,47,11.0014,42,136,178,2011-06-14,15,2,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,9.84,14.395,75,0.0,3,42,45,2011-12-12,23,1,12,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,25.42,28.79,83,11.0014,18,187,205,2011-10-13,19,4,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,1,24.6,31.06,53,23.9994,30,210,240,2011-11-14,20,1,11,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,24.6,31.06,46,19.0012,40,165,205,2011-04-18,16,1,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,12.3,16.665,52,0.0,1,23,24,2012-01-08,07,7,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,1,10.66,11.365,37,31.0009,8,171,179,2012-03-05,20,1,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,12.3,16.665,26,0.0,47,219,266,2011-12-11,15,7,12,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,22.96,26.515,49,6.0032,132,279,411,2012-05-12,10,6,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,13.94,16.665,61,8.9981,5,10,15,2012-11-01,03,4,11,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,29.52,35.605,84,7.0015,10,43,53,2012-07-17,00,2,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,23.78,27.275,56,8.9981,127,184,311,2011-09-18,14,7,9,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,1,12.3,16.665,87,0.0,0,300,300,2011-11-09,07,3,11,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,30.34,34.85,66,8.9981,2,2,4,2012-07-18,03,3,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,17.22,21.21,38,15.0013,109,159,268,2012-04-05,11,4,4,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,1,9.02,11.365,93,8.9981,0,3,3,2011-01-19,02,3,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,1,27.06,30.305,83,6.0032,1,178,179,2012-08-14,07,2,8,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,1,29.52,33.335,51,8.9981,39,135,174,2011-09-01,15,4,9,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,15.58,19.695,43,15.0013,33,185,218,2012-11-16,11,5,11,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,25.42,31.06,38,36.9974,45,545,590,2012-03-08,18,4,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0
